id;seccion;edad;pf_ac1;pf_ac2;pf_ac3;pf_alg_2019;pf_alg_2020;alg_1b_2021;alg_2b_2021;alg_3b_2021;alg_4b_2021;ind_nivel_algebra;pf_apm_2019;pf_apm_2020;am_1b_2021;am_2b_2021;am_3b_2021;am_4b_2021;ind_nivel_am;pf_geo_2019;pf_geo_2020;geo_1b_2021;geo_2b_2021;geo_3b_2021;geo_4b_2021;ind_nivel_geo;grupo_mate;genero;anios_colegio;condicion_pago;pe1;pe2;pe3;pe4;pe5;horas_asincronas;valoracion_clases;dispos_clases;calidad_internet
597;D;16;14;15;16;17;16;16;15;17;16;3;12;11;13;13;13;3;2;13;15;13;15;15;16;3;0;M;5;deuda;Facil;Ni Facil ni Dificil;Facil;Facil;Bueno;3 horas;Satisfecho;2;Buena
598;D;17;14;16;18;17;16;15;15;18;16;3;15;14;15;14;15;5;2;14;17;14;18;17;17;3;0;F;5;deuda;Facil;Facil;Facil;Facil;Bueno;3 horas;Satisfecho;3;Buena
599;D;16;12;13;16;12;16;11;16;15;13;2;11;12;9;11;11;5;2;14;13;13;14;13;14;2;0;F;5;deuda;Facil;Ni Facil ni Dificil;Facil;Facil;Bueno;3 horas;Satisfecho;3;Buena
600;D;16;15;18;19;17;15;14;14;17;18;3;11;11;18;13;15;3;2;16;16;14;19;18;16;3;0;M;5;deuda;Facil;Facil;Facil;Facil;Bueno;3 horas;Satisfecho;3;Buena
601;D;17;14;17;19;14;16;14;14;16;16;3;16;16;15;11;16;5;2;15;15;14;15;18;16;3;0;M;5;deuda;Facil;Ni Facil ni Dificil;Facil;Facil;Bueno;3 horas;Satisfecho;1;Buena
602;D;17;15;16;18;17;17;17;17;17;16;3;19;15;19;12;16;7;3;17;15;15;16;17;17;3;0;F;5;deuda;Facil;Facil;Muy Facil;Facil;Excelente;De 4 horas a más;Muy satisfecho;3;Muy buena
603;E;16;15;16;19;13;12;12;13;16;16;2;11;11;15;10;15;4;2;18;15;18;15;17;16;3;0;M;5;deuda;Muy Facil;Ni Facil ni Dificil;Facil;Muy Facil;Bueno;3 horas;Satisfecho;4;Buena
604;E;16;13;14;19;14;13;14;13;15;15;3;13;11;9;9;13;5;2;15;14;11;15;14;14;2;0;M;5;deuda;Facil;Ni Facil ni Dificil;Facil;Facil;Bueno;3 horas;Satisfecho;1;Buena
605;E;16;12;13;15;11;12;11;13;16;11;2;11;12;10;12;10;2;2;11;11;13;11;11;12;2;0;M;5;deuda;Ni Facil ni Dificil;Ni Facil ni Dificil;Facil;Ni Facil ni Dificil;Indiferente;2 horas;Indiferente;2;Media
606;E;17;10;11;12;13;13;13;9;12;11;2;11;11;8;5;9;4;1;11;11;9;9;10;11;2;0;M;5;deuda;Ni Facil ni Dificil;Dificil;Ni Facil ni Dificil;Ni Facil ni Dificil;Indiferente;2 horas;Indiferente;3;Media
607;E;16;13;15;17;13;13;14;13;15;14;2;12;11;11;11;13;4;2;14;14;15;14;16;15;3;0;F;5;deuda;Facil;Ni Facil ni Dificil;Facil;Facil;Bueno;3 horas;Satisfecho;3;Buena
608;E;16;16;17;20;16;14;15;14;17;16;3;15;11;15;12;15;2;2;19;17;16;18;19;19;3;0;F;5;deuda;Muy Facil;Ni Facil ni Dificil;Facil;Muy Facil;Bueno;3 horas;Satisfecho;3;Buena
609;E;17;14;16;20;16;16;15;14;14;16;3;11;13;12;12;13;3;2;17;15;14;16;15;17;3;0;F;5;deuda;Facil;Ni Facil ni Dificil;Facil;Facil;Bueno;3 horas;Satisfecho;2;Buena
610;E;16;12;13;18;13;17;13;13;17;16;3;13;11;10;11;13;6;2;13;12;15;14;11;12;2;0;M;5;deuda;Facil;Ni Facil ni Dificil;Facil;Facil;Bueno;3 horas;Satisfecho;3;Buena
611;E;17;9;12;15;11;11;7;9;11;11;2;11;11;8;8;6;2;1;14;13;11;12;15;13;2;0;M;5;deuda;Facil;Dificil;Ni Facil ni Dificil;Facil;Indiferente;2 horas;Indiferente;4;Media
612;E;16;13;15;19;15;15;14;16;15;14;3;11;11;13;12;14;3;2;15;17;14;15;17;15;3;0;F;5;deuda;Facil;Ni Facil ni Dificil;Facil;Facil;Bueno;3 horas;Satisfecho;2;Buena
613;E;17;12;14;19;14;14;10;14;13;12;2;11;11;10;11;11;4;2;11;11;14;13;10;12;2;0;F;5;deuda;Ni Facil ni Dificil;Ni Facil ni Dificil;Facil;Ni Facil ni Dificil;Indiferente;2 horas;Indiferente;5;Media
614;E;16;12;15;19;15;14;13;15;14;13;3;11;13;15;12;11;4;2;14;13;13;15;15;14;3;0;F;5;deuda;Facil;Ni Facil ni Dificil;Facil;Facil;Bueno;3 horas;Satisfecho;1;Buena
615;E;17;13;15;19;14;15;15;13;15;13;3;14;11;14;11;14;2;2;16;16;16;16;16;16;3;0;M;5;deuda;Facil;Ni Facil ni Dificil;Facil;Facil;Bueno;3 horas;Satisfecho;1;Buena
616;E;16;12;14;19;14;15;12;15;17;13;3;11;12;11;11;12;4;2;13;13;16;15;15;13;3;0;F;5;deuda;Facil;Ni Facil ni Dificil;Facil;Facil;Bueno;3 horas;Satisfecho;5;Buena
617;E;17;14;15;19;15;14;14;15;14;14;3;11;12;11;11;11;5;2;16;16;16;16;16;16;3;0;M;5;deuda;Facil;Ni Facil ni Dificil;Facil;Facil;Bueno;3 horas;Satisfecho;1;Buena
618;E;16;12;14;20;14;14;12;14;12;13;2;11;11;9;9;10;3;1;14;15;15;13;15;12;3;0;F;5;deuda;Facil;Dificil;Facil;Facil;Bueno;3 horas;Satisfecho;1;Buena
619;E;16;13;14;20;14;13;11;13;15;15;2;11;12;11;12;14;4;2;14;13;12;14;11;14;2;0;M;5;deuda;Facil;Ni Facil ni Dificil;Facil;Facil;Bueno;3 horas;Satisfecho;3;Buena
620;E;17;12;13;19;14;15;14;15;12;13;2;11;11;10;12;13;4;2;14;13;14;14;13;13;2;0;F;5;deuda;Facil;Ni Facil ni Dificil;Facil;Facil;Bueno;3 horas;Satisfecho;4;Buena
621;E;16;12;12;17;15;16;15;14;18;13;3;11;11;11;13;8;3;2;13;16;18;12;12;14;3;0;M;5;deuda;Facil;Ni Facil ni Dificil;Facil;Facil;Bueno;3 horas;Satisfecho;2;Buena
622;E;16;14;17;20;14;13;14;13;14;14;2;12;11;11;11;12;4;2;16;13;13;17;16;16;3;0;F;5;deuda;Facil;Ni Facil ni Dificil;Facil;Facil;Bueno;3 horas;Satisfecho;2;Buena
623;E;16;13;16;20;15;14;15;15;14;14;3;13;11;11;13;13;4;2;14;15;16;15;16;14;3;0;F;5;deuda;Facil;Ni Facil ni Dificil;Facil;Facil;Bueno;3 horas;Satisfecho;3;Buena
624;E;16;14;15;20;13;15;15;16;17;13;3;11;12;14;11;13;4;2;14;13;16;15;16;13;3;0;M;5;deuda;Facil;Ni Facil ni Dificil;Facil;Facil;Bueno;3 horas;Satisfecho;2;Buena
625;E;16;15;17;20;16;16;16;14;16;15;3;11;12;13;13;13;4;2;14;15;15;13;16;15;3;0;F;5;deuda;Facil;Ni Facil ni Dificil;Facil;Facil;Bueno;3 horas;Satisfecho;4;Buena
626;E;16;13;15;19;11;14;11;15;15;13;2;11;11;13;11;12;4;2;13;14;15;13;15;13;2;0;M;5;deuda;Facil;Ni Facil ni Dificil;Facil;Facil;Bueno;3 horas;Satisfecho;4;Buena
627;E;17;16;18;20;15;16;15;16;17;17;3;11;11;14;13;13;3;2;17;19;16;19;18;19;3;0;F;5;deuda;Muy Facil;Ni Facil ni Dificil;Muy Facil;Muy Facil;Bueno;3 horas;Satisfecho;5;Buena
628;E;16;11;15;18;11;11;10;11;12;11;2;11;11;8;7;5;4;1;11;11;10;11;12;11;2;0;M;5;deuda;Ni Facil ni Dificil;Dificil;Ni Facil ni Dificil;Ni Facil ni Dificil;Indiferente;2 horas;Indiferente;1;Media
629;E;17;11;13;17;11;12;14;10;11;11;2;11;11;11;11;10;3;2;14;14;12;14;14;11;2;0;M;5;deuda;Facil;Ni Facil ni Dificil;Ni Facil ni Dificil;Facil;Indiferente;2 horas;Indiferente;4;Media
630;F;16;13;13;14;15;12;10;15;15;15;2;12;11;7;9;12;5;2;13;12;10;10;10;13;2;0;M;5;deuda;Ni Facil ni Dificil;Ni Facil ni Dificil;Facil;Ni Facil ni Dificil;Indiferente;2 horas;Indiferente;2;Media
631;F;16;19;20;17;20;20;15;18;19;20;3;12;12;14;16;18;8;2;19;18;16;18;20;20;3;0;M;5;deuda;Muy Facil;Facil;Muy Facil;Muy Facil;Excelente;De 4 horas a más;Muy satisfecho;1;Muy buena
632;F;16;17;16;17;16;19;16;17;19;18;3;13;11;15;14;17;6;2;18;17;16;16;18;18;3;0;M;5;deuda;Muy Facil;Facil;Muy Facil;Muy Facil;Bueno;3 horas;Satisfecho;2;Buena
633;F;16;16;15;17;16;20;16;18;20;17;3;14;13;12;12;16;8;2;18;18;15;18;16;17;3;0;M;5;deuda;Muy Facil;Ni Facil ni Dificil;Muy Facil;Muy Facil;Excelente;De 4 horas a más;Muy satisfecho;3;Muy buena
634;F;17;14;17;17;17;16;16;17;17;18;3;11;11;13;13;12;4;2;17;16;16;17;16;16;3;0;M;5;deuda;Facil;Ni Facil ni Dificil;Muy Facil;Facil;Bueno;3 horas;Satisfecho;1;Buena
635;F;16;14;14;16;14;16;14;15;16;16;3;11;11;12;13;12;6;2;16;17;11;17;16;14;3;0;M;5;deuda;Facil;Ni Facil ni Dificil;Facil;Facil;Bueno;3 horas;Satisfecho;1;Buena
636;F;16;14;16;17;17;17;16;16;17;16;3;12;12;13;13;13;5;2;17;15;15;17;16;15;3;0;M;5;deuda;Facil;Ni Facil ni Dificil;Muy Facil;Facil;Bueno;3 horas;Satisfecho;2;Buena
637;F;17;19;18;18;16;20;16;17;20;20;3;12;16;17;15;18;7;3;17;20;17;19;18;20;3;0;M;5;deuda;Muy Facil;Facil;Muy Facil;Muy Facil;Excelente;De 4 horas a más;Muy satisfecho;2;Muy buena
638;F;17;19;19;18;15;20;15;18;20;20;3;13;15;16;16;19;8;3;12;11;16;16;19;8;2;0;M;5;deuda;Ni Facil ni Dificil;Facil;Muy Facil;Ni Facil ni Dificil;Bueno;3 horas;Satisfecho;4;Buena
639;F;16;18;18;17;17;18;16;18;20;20;3;11;11;15;14;17;7;2;16;20;16;19;20;20;3;0;M;5;deuda;Muy Facil;Facil;Muy Facil;Muy Facil;Bueno;3 horas;Satisfecho;1;Buena
640;F;16;18;18;17;20;20;17;18;20;20;3;12;11;13;15;14;6;2;19;16;15;18;17;19;3;0;M;5;deuda;Muy Facil;Ni Facil ni Dificil;Muy Facil;Muy Facil;Excelente;De 4 horas a más;Muy satisfecho;3;Muy buena
641;F;16;16;17;18;16;17;16;18;20;19;3;12;12;14;14;17;6;2;16;16;16;17;16;18;3;0;F;5;deuda;Facil;Facil;Muy Facil;Facil;Bueno;3 horas;Satisfecho;3;Buena
642;F;17;11;13;14;13;12;13;10;15;13;2;11;12;9;7;11;2;1;13;12;10;10;11;13;2;0;M;5;deuda;Ni Facil ni Dificil;Dificil;Facil;Ni Facil ni Dificil;Indiferente;2 horas;Indiferente;1;Media
643;F;16;13;10;14;12;11;10;9;13;13;2;11;11;8;8;8;5;1;12;12;12;11;12;12;2;0;M;5;deuda;Ni Facil ni Dificil;Dificil;Ni Facil ni Dificil;Ni Facil ni Dificil;Indiferente;2 horas;Indiferente;1;Media
644;F;16;13;13;16;11;12;11;14;12;11;2;12;12;10;9;12;5;2;13;12;12;14;10;12;2;0;F;5;deuda;Ni Facil ni Dificil;Ni Facil ni Dificil;Ni Facil ni Dificil;Ni Facil ni Dificil;Indiferente;2 horas;Indiferente;3;Media
645;F;16;16;17;17;15;16;15;18;17;17;3;2;13;10;13;13;4;2;16;17;14;16;17;16;3;0;M;5;deuda;Facil;Ni Facil ni Dificil;Muy Facil;Facil;Bueno;3 horas;Satisfecho;2;Buena
646;F;17;17;16;15;20;19;13;18;20;19;3;11;11;11;14;16;6;2;19;17;16;18;18;19;3;0;M;5;deuda;Muy Facil;Ni Facil ni Dificil;Muy Facil;Muy Facil;Bueno;3 horas;Satisfecho;2;Buena
647;F;16;17;18;18;19;19;17;19;20;20;3;12;11;14;16;17;7;2;20;20;17;19;20;20;3;0;M;5;deuda;Muy Facil;Facil;Muy Facil;Muy Facil;Excelente;De 4 horas a más;Muy satisfecho;3;Muy buena
648;F;17;17;16;16;18;20;17;18;20;19;3;12;13;12;14;17;4;2;18;18;17;19;20;19;3;0;M;5;deuda;Muy Facil;Ni Facil ni Dificil;Muy Facil;Muy Facil;Excelente;De 4 horas a más;Muy satisfecho;5;Muy buena
649;F;17;17;16;17;18;16;16;18;20;18;3;11;18;15;17;20;4;3;19;19;18;19;18;17;3;0;M;5;deuda;Muy Facil;Facil;Muy Facil;Muy Facil;Excelente;De 4 horas a más;Muy satisfecho;3;Muy buena
650;F;17;14;16;16;16;16;16;16;17;17;3;15;12;11;15;16;6;2;15;16;15;16;17;17;3;0;M;5;deuda;Facil;Ni Facil ni Dificil;Muy Facil;Facil;Bueno;3 horas;Satisfecho;2;Buena
651;F;16;13;17;18;17;16;15;17;18;16;3;12;11;10;13;12;4;2;15;15;13;15;16;17;3;0;M;5;deuda;Facil;Ni Facil ni Dificil;Muy Facil;Facil;Bueno;3 horas;Satisfecho;2;Buena
652;F;17;17;17;18;18;19;16;17;18;20;3;16;11;16;12;16;7;2;17;18;15;17;18;19;3;0;M;5;deuda;Muy Facil;Facil;Muy Facil;Muy Facil;Excelente;De 4 horas a más;Muy satisfecho;3;Muy buena
653;F;17;13;15;16;16;15;16;15;17;13;3;13;11;12;10;13;6;2;13;13;13;13;14;14;2;0;M;5;deuda;Facil;Ni Facil ni Dificil;Facil;Facil;Bueno;3 horas;Satisfecho;2;Buena
654;F;16;16;17;18;17;16;16;18;20;19;3;12;12;15;13;16;6;2;17;17;16;17;17;17;3;0;F;5;deuda;Muy Facil;Facil;Muy Facil;Muy Facil;Bueno;3 horas;Satisfecho;3;Buena
655;F;16;17;17;17;20;18;15;17;20;19;3;13;13;12;14;16;6;2;16;16;16;18;17;16;3;0;M;5;deuda;Facil;Ni Facil ni Dificil;Muy Facil;Facil;Bueno;3 horas;Satisfecho;1;Buena
656;F;16;18;18;17;19;17;17;18;19;20;3;11;14;12;15;17;7;2;14;20;14;19;20;19;3;0;M;5;deuda;Muy Facil;Facil;Muy Facil;Muy Facil;Excelente;De 4 horas a más;Muy satisfecho;1;Muy buena
657;G;16;14;14;19;15;15;17;17;16;12;3;11;11;12;13;10;5;2;14;14;15;13;15;12;2;0;F;5;deuda;Facil;Ni Facil ni Dificil;Facil;Facil;Bueno;3 horas;Satisfecho;1;Buena
658;G;16;16;15;18;17;19;16;19;19;17;3;15;11;14;17;15;6;2;19;18;19;17;19;18;3;0;M;5;deuda;Muy Facil;Facil;Muy Facil;Muy Facil;Excelente;De 4 horas a más;Muy satisfecho;1;Muy buena
659;G;17;12;14;19;14;18;14;17;18;12;3;11;11;14;9;11;6;2;12;12;12;11;13;13;2;0;M;5;deuda;Ni Facil ni Dificil;Ni Facil ni Dificil;Facil;Ni Facil ni Dificil;Bueno;3 horas;Satisfecho;2;Buena
660;G;16;14;15;19;14;15;14;14;16;15;3;11;12;13;12;11;6;2;13;12;13;11;13;14;2;0;F;5;deuda;Facil;Ni Facil ni Dificil;Facil;Facil;Bueno;3 horas;Satisfecho;5;Buena
661;G;17;17;17;20;16;16;17;19;18;16;3;12;13;14;12;15;5;2;14;17;18;17;19;13;3;0;F;5;deuda;Facil;Dificil;Muy Facil;Facil;Bueno;3 horas;Satisfecho;1;Buena
662;G;16;12;14;19;16;13;14;15;16;12;3;11;11;14;14;14;3;2;15;14;13;15;12;13;2;0;M;5;deuda;Facil;Ni Facil ni Dificil;Facil;Facil;Bueno;3 horas;Satisfecho;4;Buena
663;G;16;14;17;20;15;15;14;15;17;13;3;11;12;11;11;11;3;2;17;16;13;13;17;12;3;0;M;5;deuda;Facil;Ni Facil ni Dificil;Facil;Facil;Bueno;3 horas;Satisfecho;2;Buena
664;G;17;16;16;19;17;18;17;18;19;18;3;12;13;14;14;15;7;2;18;18;16;17;19;19;3;0;M;5;deuda;Muy Facil;Facil;Muy Facil;Muy Facil;Excelente;De 4 horas a más;Muy satisfecho;2;Muy buena
665;G;17;15;16;20;16;17;15;17;18;15;3;13;12;14;12;13;4;2;15;16;14;13;15;16;3;0;M;5;deuda;Facil;Ni Facil ni Dificil;Muy Facil;Facil;Bueno;3 horas;Satisfecho;2;Buena
666;G;16;15;18;20;17;16;16;16;18;17;3;11;11;17;16;15;4;2;17;18;16;18;16;16;3;0;M;5;deuda;Muy Facil;Facil;Muy Facil;Muy Facil;Bueno;3 horas;Satisfecho;1;Buena
667;G;17;17;18;20;16;18;16;19;18;16;3;11;11;17;12;15;5;2;17;18;18;17;17;18;3;0;F;5;deuda;Muy Facil;Facil;Muy Facil;Muy Facil;Bueno;3 horas;Satisfecho;3;Buena
668;G;17;14;15;19;17;18;16;17;18;17;3;12;11;12;12;14;4;2;13;15;13;15;15;14;3;0;F;5;deuda;Facil;Ni Facil ni Dificil;Muy Facil;Facil;Bueno;3 horas;Satisfecho;5;Buena
669;G;16;13;15;19;16;17;14;15;17;17;3;11;11;12;14;13;5;2;13;12;11;15;15;15;2;0;M;5;deuda;Facil;Ni Facil ni Dificil;Facil;Facil;Bueno;3 horas;Satisfecho;5;Buena
670;G;17;9;9;17;13;12;11;13;13;12;2;11;11;7;10;11;2;1;12;15;10;10;15;11;2;0;M;5;deuda;Facil;Dificil;Facil;Facil;Indiferente;2 horas;Indiferente;1;Media
671;G;16;14;15;19;16;15;15;16;17;13;3;12;12;15;14;15;5;2;18;16;15;18;17;17;3;0;M;5;deuda;Muy Facil;Facil;Facil;Muy Facil;Bueno;3 horas;Satisfecho;2;Buena
672;G;17;14;17;18;18;18;15;17;19;15;3;11;12;12;12;14;4;2;16;16;16;14;15;13;3;0;M;5;deuda;Facil;Ni Facil ni Dificil;Muy Facil;Facil;Bueno;3 horas;Satisfecho;2;Buena
673;G;17;15;17;19;19;17;18;18;19;17;3;15;11;17;15;16;5;2;16;16;17;16;16;17;3;0;M;5;deuda;Facil;Facil;Muy Facil;Facil;Bueno;3 horas;Satisfecho;1;Buena
674;G;16;16;17;20;19;17;17;18;19;18;3;13;12;12;12;13;5;2;15;16;17;15;17;15;3;0;F;5;deuda;Facil;Ni Facil ni Dificil;Muy Facil;Facil;Bueno;3 horas;Satisfecho;4;Buena
675;G;16;15;15;19;18;17;16;16;17;18;3;11;13;11;11;15;3;2;16;15;15;16;16;15;3;0;F;5;deuda;Facil;Ni Facil ni Dificil;Muy Facil;Facil;Bueno;3 horas;Satisfecho;2;Buena
676;G;16;13;15;19;14;14;13;14;14;15;3;12;11;12;12;13;4;2;14;13;13;13;15;15;2;0;F;5;deuda;Facil;Ni Facil ni Dificil;Facil;Facil;Bueno;3 horas;Satisfecho;1;Buena
677;G;17;16;18;20;17;16;16;18;18;18;3;11;11;15;14;15;6;2;18;18;18;18;18;18;3;0;F;5;deuda;Muy Facil;Facil;Muy Facil;Muy Facil;Bueno;3 horas;Satisfecho;5;Buena
678;G;17;14;16;20;15;14;15;14;17;14;3;11;11;11;11;14;5;2;17;15;12;14;13;17;3;0;M;5;deuda;Facil;Ni Facil ni Dificil;Facil;Facil;Bueno;3 horas;Satisfecho;1;Buena
679;G;17;12;15;18;11;12;10;15;14;13;2;11;11;9;10;12;3;2;13;15;13;16;14;17;3;0;M;5;deuda;Facil;Dificil;Facil;Facil;Bueno;3 horas;Satisfecho;4;Buena
680;G;17;14;16;19;16;17;16;17;17;16;3;11;14;14;14;13;4;2;14;14;14;15;17;16;3;0;M;5;deuda;Facil;Ni Facil ni Dificil;Muy Facil;Facil;Bueno;3 horas;Satisfecho;2;Buena
681;G;16;16;16;19;19;16;16;17;19;17;3;16;11;13;12;16;5;2;18;17;16;15;19;17;3;0;F;5;deuda;Muy Facil;Ni Facil ni Dificil;Muy Facil;Muy Facil;Bueno;3 horas;Satisfecho;2;Buena
682;G;16;13;14;19;16;15;15;15;16;15;3;13;11;13;14;15;5;2;14;14;14;13;14;16;3;0;F;5;deuda;Facil;Dificil;Facil;Facil;Bueno;3 horas;Satisfecho;2;Buena
683;G;17;16;16;19;14;18;14;17;18;18;3;11;11;12;16;14;4;2;17;15;14;19;19;17;3;0;M;5;deuda;Facil;Ni Facil ni Dificil;Muy Facil;Facil;Bueno;3 horas;Satisfecho;1;Buena
684;G;17;13;12;17;11;15;11;13;16;16;2;11;11;11;11;11;4;2;12;12;13;12;11;12;2;0;M;5;deuda;Ni Facil ni Dificil;Ni Facil ni Dificil;Facil;Ni Facil ni Dificil;Indiferente;2 horas;Indiferente;4;Media
685;H;17;12;13;17;16;15;12;14;16;15;3;11;11;9;11;13;6;2;12;16;11;15;10;17;2;0;M;5;deuda;Facil;Ni Facil ni Dificil;Facil;Facil;Bueno;3 horas;Satisfecho;5;Buena
686;H;16;15;15;20;15;15;14;13;15;13;3;11;11;13;12;13;3;2;15;16;14;15;17;16;3;0;F;5;deuda;Facil;Ni Facil ni Dificil;Facil;Facil;Bueno;3 horas;Satisfecho;4;Buena
687;H;16;12;13;16;12;15;15;12;13;12;2;12;11;11;9;10;4;2;13;13;13;10;14;14;2;0;F;5;deuda;Facil;Ni Facil ni Dificil;Facil;Facil;Bueno;3 horas;Satisfecho;4;Buena
688;H;16;14;15;20;13;13;13;13;14;13;2;11;11;14;12;12;4;2;15;16;14;18;16;16;3;0;F;5;deuda;Facil;Ni Facil ni Dificil;Facil;Facil;Bueno;3 horas;Satisfecho;1;Buena
689;H;17;14;14;16;14;16;16;16;17;14;3;11;11;10;8;11;7;2;15;15;12;12;9;15;2;0;M;5;deuda;Facil;Dificil;Facil;Facil;Bueno;3 horas;Satisfecho;3;Buena
690;H;16;14;13;15;14;15;16;15;16;13;3;11;12;10;9;11;4;2;12;12;13;15;10;14;2;0;M;5;deuda;Ni Facil ni Dificil;Ni Facil ni Dificil;Facil;Ni Facil ni Dificil;Bueno;3 horas;Satisfecho;4;Buena
691;H;17;9;11;16;11;12;11;12;9;9;2;11;11;8;7;5;2;1;12;11;9;8;10;13;2;0;F;5;deuda;Ni Facil ni Dificil;Dificil;Ni Facil ni Dificil;Ni Facil ni Dificil;Indiferente;2 horas;Indiferente;4;Media
692;H;17;16;16;20;18;15;16;17;18;15;3;14;12;17;12;15;5;2;16;18;16;18;15;16;3;0;M;5;deuda;Muy Facil;Facil;Muy Facil;Muy Facil;Bueno;3 horas;Satisfecho;2;Buena
693;H;17;15;17;20;17;16;16;17;17;15;3;11;14;14;14;13;4;2;15;15;13;13;15;15;3;0;M;5;deuda;Facil;Ni Facil ni Dificil;Muy Facil;Facil;Bueno;3 horas;Satisfecho;4;Buena
694;H;16;14;15;17;13;13;15;16;14;13;3;11;11;12;10;10;5;2;13;13;11;15;14;15;2;0;F;5;deuda;Facil;Dificil;Facil;Facil;Bueno;3 horas;Satisfecho;2;Buena
695;H;17;16;16;20;12;12;16;15;14;12;2;11;11;10;7;6;3;1;14;15;14;14;14;15;3;0;F;5;deuda;Facil;Dificil;Facil;Facil;Bueno;3 horas;Satisfecho;2;Buena
696;H;16;13;13;16;15;18;16;15;18;15;3;11;11;13;8;11;6;2;12;12;13;10;10;13;2;0;M;5;deuda;Ni Facil ni Dificil;Ni Facil ni Dificil;Facil;Ni Facil ni Dificil;Bueno;3 horas;Satisfecho;2;Buena
697;H;17;14;14;18;11;14;15;14;13;11;2;11;13;14;10;13;5;2;14;12;13;15;13;12;2;0;M;5;deuda;Facil;Ni Facil ni Dificil;Facil;Facil;Bueno;3 horas;Satisfecho;5;Buena
698;H;17;15;15;17;17;15;16;16;17;15;3;11;11;12;11;12;4;2;18;18;13;18;15;17;3;0;M;5;deuda;Muy Facil;Dificil;Facil;Muy Facil;Bueno;3 horas;Satisfecho;2;Buena
699;H;16;13;16;17;15;15;15;16;15;14;3;12;11;10;10;9;5;2;14;15;12;16;14;16;3;0;F;5;deuda;Facil;Ni Facil ni Dificil;Facil;Facil;Bueno;3 horas;Satisfecho;3;Buena
700;H;16;13;14;20;12;12;13;13;13;12;2;11;11;12;10;9;3;2;14;11;10;14;11;12;2;0;M;5;deuda;Ni Facil ni Dificil;Ni Facil ni Dificil;Facil;Ni Facil ni Dificil;Indiferente;2 horas;Indiferente;1;Media
701;H;16;14;16;19;17;14;16;16;18;14;3;14;15;15;15;17;14;3;11;15;15;12;12;6;2;0;M;5;deuda;Ni Facil ni Dificil;Facil;Facil;Ni Facil ni Dificil;Bueno;3 horas;Satisfecho;3;Buena
702;H;17;15;15;20;16;16;15;16;16;15;3;11;12;15;11;14;5;2;14;18;14;18;17;18;3;0;M;5;deuda;Facil;Ni Facil ni Dificil;Facil;Facil;Bueno;3 horas;Satisfecho;4;Buena
703;H;17;13;14;17;17;15;13;14;17;16;3;11;11;10;9;11;5;2;12;12;13;9;10;13;2;0;M;5;deuda;Ni Facil ni Dificil;Ni Facil ni Dificil;Facil;Ni Facil ni Dificil;Bueno;3 horas;Satisfecho;1;Buena
704;H;17;11;13;18;12;11;12;13;12;10;2;11;11;11;8;7;3;1;12;12;11;12;11;12;2;0;M;5;deuda;Ni Facil ni Dificil;Dificil;Ni Facil ni Dificil;Ni Facil ni Dificil;Indiferente;2 horas;Indiferente;2;Media
705;H;16;15;16;20;15;16;16;16;15;13;3;14;12;11;13;14;4;2;15;16;13;17;16;15;3;0;F;5;deuda;Facil;Ni Facil ni Dificil;Facil;Facil;Bueno;3 horas;Satisfecho;2;Buena
706;H;17;15;16;19;13;13;15;15;14;13;2;11;12;14;13;12;5;2;13;15;12;14;15;15;3;0;F;5;deuda;Facil;Ni Facil ni Dificil;Facil;Facil;Bueno;3 horas;Satisfecho;3;Buena
707;H;17;16;14;18;18;18;16;18;18;16;3;11;11;11;13;13;6;2;16;14;12;17;14;14;3;0;M;5;deuda;Facil;Ni Facil ni Dificil;Muy Facil;Facil;Bueno;3 horas;Satisfecho;4;Buena
708;H;16;15;16;18;17;16;16;14;17;15;3;11;13;12;10;13;7;2;15;13;14;15;13;15;3;0;M;5;deuda;Facil;Ni Facil ni Dificil;Facil;Facil;Bueno;3 horas;Satisfecho;2;Buena
709;H;16;16;16;19;15;13;15;14;17;13;3;14;11;11;14;12;6;2;14;16;14;15;16;14;3;0;M;5;deuda;Facil;Ni Facil ni Dificil;Facil;Facil;Bueno;3 horas;Satisfecho;3;Buena
710;H;17;16;14;15;15;15;17;14;18;15;3;11;11;9;7;9;5;1;11;14;14;13;10;14;2;0;M;5;deuda;Facil;Dificil;Facil;Facil;Bueno;3 horas;Satisfecho;1;Buena
711;H;17;15;17;20;16;16;16;16;17;15;3;11;14;16;13;16;5;2;18;17;17;18;18;17;3;0;F;5;deuda;Muy Facil;Facil;Facil;Muy Facil;Bueno;3 horas;Satisfecho;3;Buena
